metric,value
time_to_goal_sec,309.6
total_distance_m,96.52946099404303
goal_threshold_m,2.5
max_speed,0.4485054624695628
max_acc,2.741692596387864
max_pitch_rate,0.2899645987670597
max_yaw_rate,0.18069707802190998
