metric,value
time_to_goal_sec,219.498
total_distance_m,86.82140119181126
goal_threshold_m,2.5
max_speed,0.4359784196180556
max_acc,2.575063506254264
max_pitch_rate,0.16629297176508248
max_yaw_rate,0.19157643697490717
