time_sec,speed,acceleration,omega_y_pitch,omega_z_yaw
85.15,0.39952673082169254,0.0008749790875018313,0.03631891308837397,0.10028174019215479
85.19999999999999,0.39951314564100227,-0.0002717036138055894,0.03498436835753937,0.09861516339411353
85.25,0.39948271253751544,-0.0006086620697365665,0.03366613861384812,0.09614799092141738
85.30000000000001,0.3994638916277703,-0.0003764181949027755,0.03274571975253581,0.09394348870165105
85.34800000000001,0.41609925543055487,0.34657007922466554,0.03330442497095118,0.0958603813667051
85.4,0.38407834314123174,-0.6157867747947645,0.029868799161228355,0.08622828786073984
85.44800000000001,0.4160848306326013,0.6668018227368411,0.03135093534216626,0.09055556755427298
85.5,0.38419264183104956,-0.6133113231068531,0.028463260806840376,0.08289983108249037
85.55000000000001,0.3995903766605215,0.30795469658936864,0.029003679866284392,0.08457189875667714
85.6,0.3994995316320656,-0.0018169005691183104,0.028129947387709398,0.0810760773467756
85.65,0.3993915654816951,-0.002159323007410297,0.02755766122648569,0.07852241065356753
85.69999999999999,0.3993153487219461,-0.0015243351949801622,0.027241802773002748,0.0769582365120381
85.75,0.3992708297119873,-0.000890380199175584,0.026746037267410115,0.07526024404268893
85.80000000000001,0.3992676127218603,-6.433980254015518e-05,0.02613481900018993,0.07327354210668732
85.85,0.39929393353662407,0.0005264162952756412,0.025642889426467988,0.07134334101821879
85.9,0.39933725525418734,0.0008664343512654819,0.02530794717785478,0.0700182250872576
85.94999999999999,0.39940854114303515,0.0014257177769561847,0.025092075363909765,0.06963717253386484
86.0,0.39941012533966885,3.16839326741665e-05,0.024704418368024523,0.06828759659049759
86.05000000000001,0.39937420314912087,-0.0007184438109595935,0.024275658599013126,0.0661731286008445
86.1,0.39933188457568053,-0.0008463714688067762,0.023965549942780693,0.06432420143670324
86.148,0.4159357479812841,0.3459138209500608,0.02470169146597319,0.06541602989257816
86.19999999999999,0.38391486585492896,-0.6157861947376874,0.022490936415632587,0.05861193800620314
86.25,0.3992535820707641,0.3067743243167206,0.023023557832979245,0.05881561883477012
86.30000000000001,0.399276411805303,0.0004565946907774193,0.022855254528682332,0.05829340739144557
86.35,0.39928197337030047,0.00011123129994961645,0.02264229864592977,0.05720356334546115
86.4,0.39927126510444616,-0.0002141653170861912,0.022366501502573015,0.05527369030859849
86.44999999999999,0.3992561766663294,-0.00030176876233524766,0.02212516761004938,0.05321911441206428
86.5,0.39923890267206325,-0.0003454798853230941,0.02191815050474374,0.051174498196943356
86.55000000000001,0.3992188943466823,-0.00040016650761911306,0.02169366766236392,0.050435472176125325
86.6,0.39919530185058505,-0.00047184992194473826,0.021376815367251216,0.04863042550668903
86.65,0.39917927740752623,-0.0003204888611763228,0.021195177659724212,0.046980769533225726
86.69999999999999,0.39914597873839386,-0.000665973382647549,0.021130179730224442,0.046663437612190786
86.75,0.39913285547621086,-0.000262465243660041,0.020910306738262743,0.04545226498917887
86.80000000000001,0.3991455083773764,0.0002530580233106019,0.020606466824238702,0.043280748026326574
86.85,0.3991636392199024,0.00036261685051999066,0.020454127373288108,0.042335690914913814
86.9,0.3991968066124932,0.0006633478518159141,0.0202623109879405,0.04089326292369546
86.94999999999999,0.39921090563760087,0.00028198050215368304,0.02018562646866177,0.039886136006357424
87.0,0.39920732549610427,-7.160282993190899e-05,0.02003405527356203,0.03853224935037408
87.05000000000001,0.39919193025835,-0.0003079047550857272,0.019744567765075056,0.03637801120555706
87.1,0.39915457751883954,-0.0007470547902089101,0.01959609599900464,0.035147987983041085
87.15,0.3996587190625953,0.010082830875116095,0.02142675066526056,0.042573442555142234
87.19999999999999,0.40155923074474215,0.03801023364293881,0.027751749025258423,0.07670674199507183
87.25,0.4015724015077651,0.00026341526045860317,0.02864859050304976,0.0931208946762173
87.30000000000001,0.3999692067342786,-0.03206389546972214,0.026107537244070448,0.09295637845402628
87.35,0.39869033363741274,-0.0255774619373187,0.025078201829117946,0.09445951426231956
87.4,0.39785507827845756,-0.016705107179104513,0.02550522636748854,0.10048371269258494
87.44999999999999,0.3976590271142727,-0.003921023283697479,0.025214768981695935,0.10486970891141881
87.5,0.39814916053103355,0.009802668335217592,0.02420292005167495,0.10500008877754305
87.55000000000001,0.39871191803171524,0.011255150013631194,0.023705635444140775,0.10551726325950682
87.6,0.39910611685755765,0.007883976516848582,0.023564666845525502,0.10605085516627413
87.65,0.39929044853510925,0.0036866335510323685,0.02333991101660598,0.10548208981191814
87.69999999999999,0.3993053110666858,0.0002972506315313153,0.02304612247526614,0.10430500046319578
87.75,0.3992284225723108,-0.001537769887500849,0.022809209990320066,0.10310199441250531
87.80000000000001,0.3991291993467752,-0.0019844645107109857,0.022619188095143593,0.10180833398280453
87.85,0.3990857230642456,-0.0008695256505920007,0.022376248293352215,0.09978844978656516
87.9,0.399136815611652,0.0010218509481275144,0.02198243868954078,0.09653488850325485
87.94999999999999,0.39917990650095825,0.000861817786125312,0.02185529173884717,0.09443489891200955
88.0,0.39916248830922874,-0.00034836383459026823,0.02189651439931675,0.09316784242931062
88.05000000000001,0.3991064712829935,-0.0011203405247048554,0.02183869423413035,0.09159588573846437
88.1,0.3990472428142798,-0.0011845693742740923,0.021709573315284572,0.08969539871216801
88.15,0.3990097048939375,-0.000750758406845618,0.021645355729440607,0.08826978992729498
88.19999999999999,0.39900408829795114,-0.00011233191972715523,0.02167076462523022,0.08788350125588651
88.25,0.39904587916029044,0.000835817246785989,0.02153900516396368,0.08598474645699339
88.30000000000001,0.3991540506792141,0.002163430378472949,0.021242483356105513,0.08277814621020735
88.35,0.39927086001574597,0.0023361867306372014,0.021310228577254387,0.08178149094450991
88.4,0.3992540980921003,-0.00033523847291385377,0.021443072922096126,0.08095290384412163
88.44999999999999,0.39916895324779517,-0.0017028968861022421,0.02137245609107396,0.07875633664066632
88.5,0.3990908744587332,-0.001561575781239366,0.021158099436966542,0.07553206468954894
88.55000000000001,0.3990385817200761,-0.0010458547731415477,0.02114791271364732,0.07397935067110378
88.6,0.3990679823511848,0.0005880126221735949,0.02122877956352752,0.07352308160527095
88.65,0.3991847057568735,0.002334468113773935,0.02103077592644673,0.07115860594698169
88.69999999999999,0.3992317134732844,0.0009401543282184212,0.02098832779914636,0.0695419857408714
88.75,0.39917457410874313,-0.0011427872908254628,0.020978183998545202,0.06777682996581544
88.80000000000001,0.39908304348463786,-0.0018306124821050596,0.021047306586675297,0.06707687211157638
88.85,0.39899196497233524,-0.0018215702460523324,0.021006028298180074,0.06594978511198432
88.9,0.39892839298579763,-0.0012714397307523495,0.020886307027318606,0.06421459699628128
88.94999999999999,0.3989028387593542,-0.0005110845288691947,0.020750969295665958,0.062252323517045446
89.0,0.39892614803596577,0.00046618553223190404,0.020584308480908812,0.06004386245129009
89.05000000000001,0.3989675057216213,0.0008271537131108515,0.02063013469975092,0.059390263857333855
89.1,0.39897548365102675,0.00015955858810868604,0.020618577946800505,0.05845271135199614
89.15,0.3989608639514304,-0.00029239399192750314,0.020500115654245088,0.05677705913181275
89.19999999999999,0.39893538216539026,-0.000509635720802344,0.02040055054557182,0.055174112305860584
89.25,0.3989114550597725,-0.0004785421123554562,0.020338773578020875,0.05384311163106809
89.30000000000001,0.3989183362947115,0.000137624698780505,0.020213529139861807,0.05217204409591704
89.35,0.3989729412949004,0.0010921000037778582,0.01993933434899844,0.04969839536177694
89.4,0.39900498297046394,0.0006408335112706807,0.019836915114776494,0.04807963495380481
89.44999999999999,0.39899009493465626,-0.00029776071615363357,0.019835828108277238,0.0470857995188433
89.5,0.3989481515078692,-0.0008388685357408254,0.019760089176099074,0.0459148023056381
89.548,0.41552584114114977,0.3453685340265627,0.020451714130887668,0.04640838680693854
89.6,0.3835349558582095,-0.6152093323643244,0.018824178968260215,0.041843434991351076
89.65,0.39890177013976547,0.30733628563104914,0.019594230355219885,0.04283261102654726
