metric,value
time_to_goal_sec,261.1
total_distance_m,92.2047175241348
goal_threshold_m,2.5
max_speed,0.4507203522399178
max_acc,2.773266923507141
max_pitch_rate,0.425606493186169
max_yaw_rate,0.18919262492633157
