metric,value
time_to_goal_sec,273.35
total_distance_m,94.20887624286475
goal_threshold_m,1.5
max_speed,0.5854313430884948
max_acc,8.347109362621143
max_pitch_rate,0.21484800042998797
max_yaw_rate,0.20524972322172982
