metric,value
time_to_goal_sec,275.95
total_distance_m,103.99470746124206
goal_threshold_m,1.5
max_speed,0.47586973851932046
max_acc,3.122379709128303
max_pitch_rate,0.11453098021155579
max_yaw_rate,0.4034951133778037
