metric,value
time_to_goal_sec,215.6
total_distance_m,85.8367005573455
goal_threshold_m,2.5
max_speed,0.44159292128131533
max_acc,5.654503674706052
max_pitch_rate,0.23875810458183
max_yaw_rate,0.1835274742955467
