time_sec,x,y,z,goal_distance
59.449999999999996,7.372223158532033,0.20550132024338574,-18.073150453019082,57.64580465317813
59.50000000000001,7.391087448621516,0.19814084679076735,-18.07063002135015,57.62698294795074
59.550000000000004,7.40975258750075,0.19078510169529034,-18.068134336887315,57.608360810433645
59.6,7.428262832045263,0.18346853426496795,-18.065804288067376,57.589890593569045
59.65,7.446717867363736,0.17622228010486118,-18.06367424334724,57.57147184335361
59.699999999999996,7.465191215132905,0.16905930831503502,-18.06174870932331,57.55303093440068
59.75000000000001,7.483706539038361,0.16200108946350075,-18.060006182333787,57.534544753872545
59.800000000000004,7.5023050995653895,0.15507214243431766,-18.058415021432268,57.5159728552274
59.85,7.521003687520514,0.14828327699887822,-18.05695135066277,57.49729901851584
59.9,7.539795508609872,0.14164138136514967,-18.05560048502261,57.47853036075429
59.949999999999996,7.558667440756518,0.1351458403779436,-18.054356067831833,57.45968009794687
60.00000000000001,7.577604030165312,0.1287953547311814,-18.05321642888014,57.44076366015297
60.050000000000004,7.596589645867227,0.12259436071296696,-18.052162983534096,57.42179709560199
60.1,7.615616130426912,0.11654446188107417,-18.051164595225067,57.4027892940077
60.15,7.634680965113181,0.11064611523871273,-18.05023716820248,57.38374232137206
60.199999999999996,7.6537839341485805,0.1048994262190992,-18.049415515002067,57.36465546230583
60.25000000000001,7.672929792548933,0.09929728406919903,-18.04871377977633,57.3455235411942
60.300000000000004,7.6921222469929695,0.09383272633538745,-18.04813407391745,57.326342738757106
60.35,7.7113542130796295,0.08851653801804973,-18.047667014645054,57.307120346228196
60.4,7.730629297316975,0.08334303677432488,-18.047299539049806,57.28785303510992
60.449999999999996,7.749948631691969,0.07830893891431373,-18.047019005842706,57.26853994762922
60.50000000000001,7.769307288027681,0.07341550837574073,-18.0468152862883,57.24918622951104
60.550000000000004,7.788697591694237,0.06866348740366784,-18.046681207998713,57.229799697712544
60.6,7.8081203772445,0.06404125473877367,-18.04661295203613,57.210379565051426
60.65,7.827573845283743,0.059548892971771676,-18.0466087081792,57.1909276435894
60.699999999999996,7.847043221998339,0.05517113754061361,-18.046647936611038,57.17145917800857
60.75000000000001,7.86651483843773,0.050880118083811994,-18.046702218397396,57.151988503768465
60.800000000000004,7.885984926685729,0.04668846371719088,-18.046776087696493,57.13251926308435
60.85,7.9054723209800075,0.04262724718120486,-18.04690778159318,57.11303165624967
60.9,7.924999219479631,0.038727775977158346,-18.047129095701045,57.09350267588766
60.949999999999996,7.944573772215876,0.03499895042925963,-18.047451887027385,57.07392384426664
